Customer ID,Recency,Frequency,Monetary,AvgOrderValue,AvgQtyPerInvoice,UniqueProducts,PurchaseSpan,Cluster,ClusterName
13758.0,2,10,6226.43,622.6429999999999,322.4,147,372,1,Champions
13760.0,40,3,1076.85,358.95,142.0,53,189,1,Champions
13761.0,138,4,881.52,220.38,109.25,50,154,1,Champions
13762.0,229,4,2165.76,541.44,584.0,21,105,1,Champions
13763.0,53,2,3502.48,1751.24,1248.0,35,17,-1,Outliers
13764.0,205,3,1431.5,477.1666666666667,389.0,141,73,1,Champions
13765.0,289,1,352.821,352.82099999999997,297.0,17,0,0,At Risk
13766.0,131,1,190.35,190.35000000000002,137.0,16,0,0,At Risk
13767.0,5,39,18320.170000000002,469.74794871794865,202.89743589743588,101,369,-1,Outliers
13768.0,362,2,875.97,437.985,186.5,30,4,-1,Outliers
13769.0,3,11,3003.9100000000003,273.08272727272725,128.27272727272728,81,356,1,Champions
13770.0,58,4,785.37,196.34250000000003,117.0,48,308,1,Champions
13771.0,169,5,3094.37,618.874,332.6,85,119,1,Champions
13772.0,36,5,1982.09,396.418,182.0,290,253,1,Champions
13773.0,32,2,301.54,150.76999999999998,87.0,19,263,1,Champions
13775.0,226,1,1049.66,1049.66,455.0,63,0,0,At Risk
13776.0,64,2,623.98,311.99,1.0,1,0,-1,Outliers
13777.0,2,37,30501.260000000002,824.3583783783785,374.18918918918916,36,371,-1,Outliers
13778.0,127,3,945.79,315.2633333333334,147.0,27,74,1,Champions
13779.0,151,1,161.13,161.13,53.0,27,0,0,At Risk
13780.0,43,1,375.81,375.8100000000001,163.0,35,0,0,At Risk
13781.0,228,2,650.99,325.495,135.0,39,128,1,Champions
13782.0,89,7,881.72,125.96000000000001,39.714285714285715,106,279,1,Champions
13783.0,123,4,1542.09,385.5224999999999,859.25,4,185,-1,Outliers
13784.0,70,3,447.44,149.14666666666665,111.33333333333333,9,15,1,Champions
13785.0,64,4,542.49,135.6225,37.75,26,31,1,Champions
13786.0,3,6,3128.54,521.4233333333334,252.66666666666666,80,368,1,Champions
13787.0,94,4,913.46,228.365,165.25,50,236,1,Champions
13788.0,141,1,3.75,3.75,1.0,1,0,-1,Outliers
13789.0,24,1,239.45999999999998,239.45999999999998,258.0,18,0,0,At Risk
13792.0,58,1,188.4,188.39999999999998,64.0,10,0,0,At Risk
13793.0,282,1,96.0,96.0,52.0,7,0,0,At Risk
13794.0,182,1,126.03,126.03,63.0,9,0,0,At Risk
13795.0,24,4,836.3,209.07499999999996,312.5,23,249,1,Champions
13796.0,135,1,289.7,289.7,218.0,22,0,0,At Risk
13797.0,72,3,1179.45,393.15000000000003,191.0,71,210,1,Champions
13798.0,8,54,38683.02,716.3522222222223,451.8333333333333,121,359,-1,Outliers
13799.0,80,7,2114.71,302.1014285714286,162.42857142857142,44,199,1,Champions
13800.0,66,2,1121.24,560.62,280.0,40,306,1,Champions
13802.0,10,16,21659.69,1353.7306250000001,722.3125,197,287,-1,Outliers
13803.0,67,2,1061.84,530.9200000000001,355.0,58,187,1,Champions
13804.0,71,2,572.73,286.365,167.5,32,1,0,At Risk
13807.0,3,3,422.2,140.73333333333335,38.666666666666664,24,368,-1,Outliers
13809.0,30,2,524.65,262.325,126.0,13,65,1,Champions
13813.0,163,4,1398.61,349.65250000000003,185.0,50,205,1,Champions
13814.0,163,1,678.2,678.1999999999999,350.0,22,0,0,At Risk
13815.0,42,4,3448.38,862.095,705.25,124,259,1,Champions
13818.0,65,1,61.28,61.28,60.0,5,0,0,At Risk
13819.0,305,3,1502.0,500.6666666666667,400.0,34,68,1,Champions
13820.0,54,3,660.65,220.2166666666667,95.66666666666667,68,262,1,Champions
13821.0,29,4,1025.09,256.27250000000004,82.5,132,310,1,Champions
13823.0,16,5,2445.79,489.1580000000002,225.0,91,343,1,Champions
13824.0,15,7,1615.82,230.83142857142857,96.28571428571429,34,258,1,Champions
13825.0,257,2,255.59,127.795,91.0,38,108,1,Champions
13829.0,57,1,102.0,102.0,12.0,1,0,0,At Risk
13830.0,217,1,156.85000000000002,156.85000000000002,47.0,11,0,0,At Risk
13831.0,5,13,4820.59,370.8146153846154,139.3846153846154,78,359,1,Champions
13832.0,58,1,561.49,561.49,394.0,51,0,0,At Risk
13833.0,40,1,316.56,316.56,126.0,16,0,0,At Risk
13834.0,212,2,324.19,162.095,110.5,15,92,1,Champions
13835.0,155,3,260.7,86.89999999999999,26.0,15,126,1,Champions
13836.0,35,2,620.37,310.18500000000006,136.5,29,15,1,Champions
13838.0,5,7,1274.3600000000001,182.0514285714286,75.85714285714286,242,209,1,Champions
13839.0,122,1,139.95000000000002,139.95,25.0,7,0,0,At Risk
13840.0,52,1,651.4,651.4000000000001,358.0,40,0,0,At Risk
13842.0,2,10,2244.29,224.429,111.1,113,294,1,Champions
13843.0,17,1,319.75,319.75,145.0,18,0,0,At Risk
13846.0,35,1,442.73,442.73,317.0,26,0,0,At Risk
13847.0,355,1,310.72,310.71999999999997,96.0,19,0,0,At Risk
13848.0,2,6,2080.0,346.6666666666667,1083.3333333333333,1,363,-1,Outliers
13849.0,33,3,1931.35,643.7833333333332,289.0,108,227,1,Champions
13851.0,15,5,1955.0,391.00000000000006,164.0,45,299,1,Champions
13852.0,246,1,187.35000000000002,187.35000000000002,85.0,11,0,0,At Risk
13854.0,1,15,4144.44,276.29600000000005,94.26666666666667,35,334,-1,Outliers
13855.0,136,4,1310.3400000000001,327.58500000000004,143.75,64,230,1,Champions
13856.0,99,8,753.53,94.19125,76.375,27,156,1,Champions
13857.0,29,6,1001.01,166.835,130.33333333333334,99,177,1,Champions
13859.0,165,1,314.7,314.7,38.0,8,0,0,At Risk
13861.0,65,2,273.26,136.63,112.5,21,101,1,Champions
13862.0,25,1,346.73,346.72999999999996,239.0,21,0,0,At Risk
13863.0,101,3,933.77,311.25666666666666,109.66666666666667,43,127,1,Champions
13864.0,22,1,662.4000000000001,662.4000000000001,192.0,1,0,-1,Outliers
13869.0,17,6,5006.62,834.4366666666666,439.5,359,309,1,Champions
13870.0,23,7,2941.14,420.16285714285715,303.42857142857144,86,282,1,Champions
13871.0,64,4,1482.6,370.65,174.0,48,290,1,Champions
13872.0,163,3,919.57,306.52333333333337,113.0,51,198,1,Champions
13873.0,19,5,649.32,129.86400000000003,66.4,36,262,1,Champions
13874.0,140,6,1508.7,251.44999999999996,114.0,33,168,1,Champions
13875.0,23,9,3027.58,336.3977777777778,195.11111111111111,114,335,1,Champions
13877.0,106,2,332.44,166.22000000000006,185.0,20,219,1,Champions
13878.0,183,3,1191.53,397.1766666666667,161.33333333333334,59,56,1,Champions
13879.0,281,1,395.5,395.50000000000006,204.0,25,0,0,At Risk
13880.0,3,5,1171.89,234.378,149.4,50,194,1,Champions
13881.0,11,23,28019.58,1218.242608695652,854.0,148,270,-1,Outliers
13883.0,39,10,3885.54,388.554,214.8,136,327,1,Champions
13884.0,12,5,1100.88,220.17600000000002,99.4,87,93,1,Champions
13888.0,40,5,1563.42,312.684,129.0,96,170,1,Champions
13889.0,18,5,1574.3300000000002,314.8660000000001,166.6,50,303,1,Champions
13890.0,10,4,1043.57,260.8925,140.25,48,358,1,Champions
13891.0,14,3,863.5600000000001,287.8533333333334,159.66666666666666,97,203,1,Champions
13892.0,113,2,634.68,317.34000000000003,1071.0,8,97,-1,Outliers
13895.0,151,2,1415.45,707.7249999999999,347.5,67,220,1,Champions
13896.0,261,1,388.55,388.55,149.0,21,0,0,At Risk
13897.0,74,2,849.56,424.78,310.0,42,238,1,Champions
13898.0,47,1,530.47,530.4699999999999,411.0,34,0,0,At Risk
13900.0,25,3,869.64,289.88000000000005,169.33333333333334,46,235,1,Champions
13901.0,10,10,2809.14,280.91400000000004,160.5,148,329,1,Champions
13902.0,268,5,34095.26,6819.052000000001,44120.0,58,92,-1,Outliers
13903.0,36,1,165.45000000000002,165.45000000000002,103.0,10,0,0,At Risk
13905.0,368,1,312.65,312.65000000000003,135.0,12,0,0,At Risk
13906.0,45,1,42.0,42.0,100.0,1,0,-1,Outliers
13907.0,327,1,136.8,136.8,68.0,4,0,0,At Risk
13909.0,59,2,286.6,143.29999999999995,151.0,35,98,1,Champions
13911.0,15,11,1654.08,150.3709090909091,159.63636363636363,67,268,1,Champions
13912.0,59,1,124.95,124.94999999999999,29.0,7,0,0,At Risk
13913.0,142,1,42.22,42.22,10.0,3,0,0,At Risk
13915.0,30,1,70.80000000000001,70.80000000000001,24.0,2,0,0,At Risk
13916.0,99,4,1275.81,318.9525,168.25,72,211,1,Champions
13919.0,60,2,975.87,487.935,329.5,45,116,1,Champions
13920.0,67,4,1774.68,443.66999999999996,443.0,81,130,1,Champions
13921.0,38,4,730.7,182.67500000000004,52.5,36,319,1,Champions
13922.0,73,2,692.95,346.475,187.0,23,30,1,Champions
13927.0,73,1,359.27,359.27,249.0,20,0,0,At Risk
13929.0,52,9,2651.45,294.60555555555555,158.11111111111111,37,278,1,Champions
13931.0,28,9,4019.85,446.65000000000003,307.0,170,344,1,Champions
13935.0,232,3,6116.92,2038.9733333333334,750.6666666666666,67,55,-1,Outliers
13936.0,18,2,563.08,281.54,165.5,31,31,1,Champions
13937.0,38,1,721.28,721.2800000000001,464.0,45,0,0,At Risk
13939.0,67,4,992.41,248.1025,190.25,52,181,1,Champions
13941.0,8,11,6009.34,546.3036363636364,278.3636363636364,33,350,1,Champions
13942.0,170,1,320.0,320.0,1000.0,1,0,-1,Outliers
13943.0,213,1,246.54,246.54000000000002,94.0,15,0,0,At Risk
13944.0,289,1,200.43,200.43,153.0,35,0,0,At Risk
13945.0,30,2,854.15,427.07499999999993,206.5,49,85,1,Champions
13946.0,12,3,1314.66,438.21999999999997,801.3333333333334,41,359,-1,Outliers
13948.0,47,3,446.76,148.92000000000002,69.33333333333333,20,324,1,Champions
13952.0,16,12,9572.45,797.7041666666668,376.3333333333333,183,343,1,Champions
13953.0,45,5,3125.0,625.0,500.0,1,319,-1,Outliers
13955.0,11,1,222.21,222.20999999999995,120.0,52,0,0,At Risk
13957.0,53,3,458.25,152.75,52.333333333333336,21,240,1,Champions
13958.0,15,8,4709.2300000000005,588.65375,283.0,172,354,1,Champions
13959.0,35,3,477.98,159.32666666666665,114.33333333333333,56,112,1,Champions
13961.0,28,1,538.4,538.4,226.0,19,0,0,At Risk
13962.0,71,1,193.25,193.25,73.0,12,0,0,At Risk
13963.0,3,14,2347.33,167.66642857142855,114.35714285714286,107,229,1,Champions
13964.0,23,2,438.9,219.45000000000002,114.0,22,43,1,Champions
13965.0,112,3,996.61,332.2033333333333,141.66666666666666,23,226,1,Champions
13966.0,71,1,390.86,390.86000000000007,772.0,21,0,0,At Risk
13967.0,32,1,85.6,85.6,24.0,4,0,0,At Risk
13968.0,59,1,123.66,123.66,174.0,8,0,0,At Risk
13969.0,1,18,4311.93,239.55166666666668,126.38888888888889,240,259,1,Champions
13970.0,22,2,846.55,423.275,234.5,10,51,1,Champions
13971.0,59,6,1909.31,318.2183333333333,206.66666666666666,87,258,1,Champions
13974.0,218,1,264.13,264.13,107.0,15,0,0,At Risk
13975.0,29,6,2832.56,472.0933333333334,367.0,290,282,1,Champions
13976.0,142,3,834.38,278.1266666666667,99.33333333333333,43,161,1,Champions
13977.0,47,1,519.8100000000001,519.81,303.0,13,0,0,At Risk
13979.0,29,6,2546.36,424.3933333333334,276.1666666666667,309,343,1,Champions
13980.0,75,4,599.78,149.94500000000002,76.25,47,216,1,Champions
13981.0,51,1,331.14,331.14,234.0,22,0,0,At Risk
13982.0,1,6,2573.7799999999997,428.9633333333333,266.6666666666667,87,322,1,Champions
13983.0,2,10,4505.02,450.50200000000007,297.4,186,363,1,Champions
13984.0,2,8,1128.09,141.01125000000002,92.75,47,366,1,Champions
13985.0,10,7,2960.73,422.96142857142866,213.0,81,293,1,Champions
13987.0,15,2,682.54,341.27,246.0,46,21,1,Champions
13988.0,19,2,609.84,304.92,170.5,54,242,1,Champions
13989.0,100,3,759.98,253.32666666666657,298.0,34,99,1,Champions
13992.0,16,2,142.7,71.35,45.0,5,82,-1,Outliers
13993.0,15,10,3309.35,330.93500000000006,123.5,80,356,1,Champions
13995.0,15,9,2508.32,278.7022222222222,164.44444444444446,106,342,1,Champions
13996.0,22,2,895.76,447.88000000000005,306.5,29,13,1,Champions
13997.0,155,3,382.31,127.43666666666665,48.666666666666664,36,31,1,Champions
13998.0,82,3,566.7,188.9,68.0,30,129,1,Champions
13999.0,10,17,5600.45,329.4382352941177,164.7058823529412,132,359,1,Champions
14000.0,50,4,1410.68,352.67,282.0,23,323,1,Champions
14001.0,9,7,2487.01,355.2871428571429,130.14285714285714,42,120,1,Champions
14003.0,368,1,209.41,209.41,149.0,16,0,0,At Risk
14004.0,29,4,1675.81,418.9525,189.25,61,42,1,Champions
14006.0,164,4,1234.48,308.62,385.0,40,124,1,Champions
14007.0,148,1,79.48,79.48,16.0,5,0,0,At Risk
14008.0,68,1,509.04,509.04,326.0,32,0,0,At Risk
14009.0,98,1,404.3,404.29999999999995,586.0,32,0,0,At Risk
14010.0,201,2,445.15,222.575,88.5,20,0,0,At Risk
14011.0,116,2,457.82,228.91000000000003,322.0,32,127,1,Champions
14013.0,16,2,611.5500000000001,305.775,156.5,30,243,1,Champions
14014.0,12,2,1443.03,721.515,464.0,37,200,1,Champions
14016.0,32,7,7062.2,1008.8857142857144,513.8571428571429,246,304,1,Champions
14017.0,207,1,229.75,229.75000000000003,73.0,14,0,0,At Risk
14018.0,281,1,367.15000000000003,367.1500000000001,224.0,13,0,0,At Risk
14020.0,112,2,606.21,303.10499999999996,103.5,29,52,1,Champions
14021.0,10,4,1084.68,271.16999999999996,171.5,64,218,1,Champions
14022.0,122,1,352.15000000000003,352.15,194.0,19,0,0,At Risk
14024.0,26,1,318.04,318.03999999999996,88.0,18,0,0,At Risk
14025.0,100,8,4057.9,507.23750000000007,239.25,60,119,1,Champions
14026.0,106,2,713.11,356.555,213.5,43,154,1,Champions
14028.0,186,3,10396.5,3465.5,2390.0,3,0,-1,Outliers
14030.0,2,14,5902.2,421.58571428571435,205.07142857142858,462,362,1,Champions
14031.0,1,27,23712.31,878.2337037037037,322.9259259259259,204,371,-1,Outliers
14032.0,2,6,1874.68,312.44666666666666,314.0,53,358,1,Champions
14033.0,191,1,109.44,109.44,576.0,1,0,-1,Outliers
14035.0,42,4,1428.7,357.17499999999995,170.0,42,205,1,Champions
14037.0,114,4,689.75,172.4375,136.0,76,254,1,Champions
14038.0,33,2,1509.5,754.7499999999999,371.5,54,276,1,Champions
14039.0,211,1,115.08000000000001,115.08000000000001,100.0,4,0,0,At Risk
14040.0,22,23,9030.65,392.63695652173914,151.7391304347826,265,352,1,Champions
14042.0,361,1,431.98,431.98,180.0,21,0,0,At Risk
14043.0,127,2,304.25,152.125,76.5,37,238,1,Champions
14044.0,54,6,2470.28,411.7133333333333,303.0,446,265,1,Champions
14045.0,9,13,9653.279999999999,742.56,311.6923076923077,16,327,-1,Outliers
14047.0,8,10,2946.42,294.642,126.8,87,304,1,Champions
14048.0,18,2,338.76,169.38,89.5,55,0,-1,Outliers
14049.0,23,9,7557.3099999999995,839.701111111111,526.5555555555555,364,229,1,Champions
14051.0,2,15,6823.610000000001,454.9073333333334,146.06666666666666,56,370,1,Champions
14052.0,26,1,255.45,255.44999999999993,98.0,65,0,0,At Risk
14053.0,33,2,312.05,156.025,137.5,3,89,-1,Outliers
14055.0,213,2,795.3199999999999,397.65999999999997,252.0,23,145,1,Champions
14057.0,17,5,2190.88,438.17600000000004,321.8,124,354,1,Champions
14058.0,98,2,469.19,234.59500000000003,105.5,23,67,1,Champions
14060.0,2,13,3378.66,259.8969230769231,210.23076923076923,43,272,1,Champions
14061.0,143,3,917.4300000000001,305.81,44.333333333333336,17,230,1,Champions
14062.0,10,12,15139.35,1261.6125000000002,600.5,113,354,-1,Outliers
14063.0,74,9,22710.2,2523.355555555556,427.77777777777777,30,293,-1,Outliers
14064.0,66,10,1978.68,197.868,218.9,89,256,1,Champions
14065.0,25,3,891.02,297.00666666666666,194.0,42,42,1,Champions
14068.0,239,3,1262.52,420.8400000000001,146.66666666666666,73,74,1,Champions
14069.0,150,2,230.06,115.03,29.5,37,46,1,Champions
14070.0,320,1,326.55,326.55,86.0,40,0,0,At Risk
14072.0,302,1,390.85,390.8500000000001,65.0,19,0,0,At Risk
14074.0,259,1,219.39999999999998,219.4,228.0,6,0,0,At Risk
14075.0,39,3,792.61,264.2033333333333,246.66666666666666,36,137,1,Champions
14077.0,31,1,115.66,115.66000000000001,108.0,14,0,0,At Risk
14078.0,9,4,643.26,160.815,77.0,80,247,1,Champions
14079.0,318,1,243.63,243.63,1.0,1,0,-1,Outliers
14080.0,49,4,1070.08,267.52000000000004,55.0,70,323,1,Champions
14081.0,5,9,4435.58,492.84222222222223,346.22222222222223,439,359,1,Champions
14082.0,28,1,231.10999999999999,231.11000000000004,136.0,36,0,0,At Risk
14083.0,7,3,388.83,129.61,78.0,70,350,1,Champions
14084.0,148,1,150.5,150.5,306.0,7,0,0,At Risk
14085.0,4,16,5656.43,353.526875,211.25,336,362,1,Champions
14086.0,98,1,39.95,39.95,1.0,1,0,-1,Outliers
14087.0,40,2,651.8,325.9,238.0,126,330,1,Champions
14088.0,42,3,13544.99,4514.996666666667,870.3333333333334,93,14,-1,Outliers
14091.0,290,2,9530.08,4765.040000000001,1658.0,13,44,-1,Outliers
14092.0,10,10,3152.54,315.254,154.0,92,348,1,Champions
14094.0,75,1,335.22,335.21999999999997,177.0,41,0,0,At Risk
14095.0,358,1,2.95,2.95,1.0,1,0,-1,Outliers
14097.0,117,2,422.85999999999996,211.43,176.0,39,164,1,Champions
14099.0,11,9,2661.54,295.7266666666667,165.66666666666666,165,354,1,Champions
14101.0,24,7,3985.14,569.3057142857143,514.2857142857143,15,233,-1,Outliers
14104.0,25,3,555.37,185.12333333333333,145.66666666666666,100,170,1,Champions
14105.0,44,4,4722.6,1180.65,683.5,172,312,1,Champions
14106.0,373,1,214.79999999999998,214.79999999999998,24.0,1,0,0,At Risk
14107.0,84,4,2174.07,543.5174999999999,424.0,71,281,1,Champions
14108.0,367,2,447.05,223.525,139.5,18,6,0,At Risk
14110.0,71,21,7304.8,347.847619047619,160.95238095238096,126,303,-1,Outliers
14112.0,87,6,2919.44,486.57333333333327,314.6666666666667,122,202,1,Champions
14113.0,11,12,5252.1900000000005,437.68250000000006,224.5,57,356,1,Champions
14114.0,31,5,977.5600000000001,195.512,109.8,58,210,1,Champions
14115.0,137,2,622.6700000000001,311.335,254.5,22,165,1,Champions
14118.0,64,1,458.45,458.45,97.0,15,0,0,At Risk
14119.0,11,2,183.37,91.685,88.5,11,342,1,Champions
14122.0,42,3,362.42,120.80666666666666,38.0,12,331,1,Champions
14123.0,369,1,436.18,436.18,234.0,24,0,0,At Risk
14126.0,80,1,466.33000000000004,466.33,379.0,28,0,0,At Risk
14127.0,16,3,1190.3700000000001,396.79,169.0,64,45,1,Champions
14128.0,187,1,286.71,286.71,250.0,19,0,0,At Risk
14129.0,35,4,1467.48,366.87,205.5,22,179,1,Champions
14130.0,11,3,1398.81,466.27,327.0,131,353,1,Champions
14131.0,284,1,187.87,187.87000000000003,118.0,45,0,0,At Risk
14133.0,369,1,305.5,305.5,50.0,8,0,0,At Risk
14134.0,18,15,11123.35,741.5566666666667,387.6,130,347,1,Champions
14135.0,3,11,4953.61,450.32818181818186,500.45454545454544,90,370,1,Champions
14136.0,36,5,1570.81,314.162,229.6,86,331,1,Champions
14137.0,331,1,332.7,332.7,462.0,11,0,0,At Risk
14139.0,126,3,670.98,223.66,179.66666666666666,29,52,1,Champions
14142.0,9,2,671.34,335.66999999999996,259.0,42,273,1,Champions
14144.0,122,1,30.599999999999998,30.599999999999998,12.0,1,0,0,At Risk
14145.0,95,3,3857.85,1285.95,299.6666666666667,10,151,-1,Outliers
14146.0,19,7,5259.3,751.3285714285713,477.57142857142856,204,311,1,Champions
14147.0,24,7,2106.8,300.9714285714286,126.71428571428571,21,251,1,Champions
14148.0,50,1,309.09000000000003,309.09000000000003,207.0,14,0,0,At Risk
14151.0,309,2,679.45,339.725,202.5,44,43,1,Champions
14152.0,23,5,1376.05,275.21,226.6,75,272,1,Champions
14153.0,119,1,233.4,233.39999999999998,312.0,17,0,0,At Risk
14154.0,17,6,5115.08,852.5133333333333,459.5,204,314,1,Champions
14156.0,7,102,196566.74,1927.1249019607842,1059.8725490196077,1094,366,-1,Outliers
14157.0,25,3,569.9,189.96666666666667,85.33333333333333,33,256,1,Champions
14159.0,15,9,3245.0,360.55555555555554,242.77777777777777,367,357,1,Champions
14160.0,246,7,8421.47,1203.0671428571427,665.8571428571429,80,88,-1,Outliers
14161.0,5,5,2208.36,441.672,233.6,153,357,1,Champions
14163.0,98,1,148.71,148.70999999999998,57.0,6,0,0,At Risk
14166.0,141,2,256.85,128.42499999999998,42.0,39,121,1,Champions
14167.0,100,4,721.65,180.41250000000002,50.0,32,217,1,Champions
14168.0,56,2,370.45,185.225,73.5,11,143,1,Champions
14169.0,66,2,624.4300000000001,312.215,104.0,50,13,1,Champions
14170.0,11,3,597.33,199.10999999999999,96.66666666666667,123,19,1,Champions
14171.0,366,1,135.0,135.0,44.0,6,0,0,At Risk
14172.0,241,3,402.72,134.23999999999998,29.333333333333332,38,37,1,Champions
14173.0,277,2,135.16,67.58,22.0,3,89,-1,Outliers
14175.0,54,5,4456.58,891.3159999999998,298.8,125,209,1,Champions
14176.0,3,2,339.11,169.55499999999998,58.5,14,13,-1,Outliers
14177.0,17,9,1669.93,185.54777777777775,93.66666666666667,118,270,1,Champions
14180.0,8,9,1570.73,174.52555555555557,17.666666666666668,44,175,-1,Outliers
14181.0,46,2,310.55,155.275,61.0,48,151,1,Champions
14182.0,79,4,678.77,169.69250000000002,43.5,42,152,1,Champions
14183.0,47,2,286.29,143.14499999999998,30.5,27,69,1,Champions
14186.0,63,5,1550.63,310.126,310.0,75,217,1,Champions
14187.0,109,1,123.5,123.5,50.0,8,0,0,At Risk
14189.0,4,2,1160.31,580.155,354.5,46,20,1,Champions
14190.0,302,1,79.9,79.9,2.0,1,0,-1,Outliers
14191.0,30,2,132.9,66.45,31.0,6,334,-1,Outliers
14192.0,24,1,293.74,293.74,218.0,14,0,0,At Risk
14193.0,32,1,356.8,356.8,208.0,22,0,0,At Risk
14194.0,28,15,7321.07,488.0713333333333,279.8,246,310,1,Champions
14195.0,75,4,1603.6,400.90000000000003,346.0,5,194,-1,Outliers
14197.0,46,1,390.05,390.05,143.0,20,0,0,At Risk
14198.0,36,5,868.33,173.666,66.6,33,303,1,Champions
14199.0,59,3,906.3,302.09999999999997,75.33333333333333,15,106,1,Champions
14200.0,253,1,379.2,379.2000000000001,140.0,21,0,0,At Risk
14201.0,45,3,446.1,148.70000000000002,72.0,17,179,1,Champions
14202.0,17,3,847.76,282.58666666666664,55.333333333333336,27,243,1,Champions
14203.0,33,1,339.34,339.34,80.0,16,0,0,At Risk
14204.0,58,3,901.9300000000001,300.6433333333334,136.66666666666666,158,315,1,Champions
14205.0,30,7,1947.5,278.21428571428567,162.57142857142858,65,248,1,Champions
14206.0,24,2,856.85,428.42499999999995,327.0,43,14,1,Champions
14207.0,323,1,157.8,157.8,36.0,2,0,0,At Risk
14208.0,187,1,415.31,415.31,415.0,25,0,0,At Risk
14209.0,21,9,2919.84,324.4266666666667,116.44444444444444,97,301,1,Champions
14210.0,7,11,3955.6800000000003,359.6072727272727,167.63636363636363,128,331,1,Champions
14211.0,47,9,2161.19,240.13222222222217,148.11111111111111,96,319,1,Champions
14212.0,81,1,1119.6599999999999,1119.6599999999999,894.0,12,0,-1,Outliers
14213.0,40,1,1192.2,1192.2,244.0,5,0,-1,Outliers
14215.0,4,4,1626.61,406.6525000000001,231.75,81,363,1,Champions
14216.0,50,1,310.74,310.74,118.0,18,0,0,At Risk
14217.0,2,7,1411.91,201.70142857142858,81.0,68,161,1,Champions
14219.0,45,2,543.89,271.94500000000005,142.5,32,83,1,Champions
14220.0,203,2,882.5999999999999,441.3,98.0,12,2,-1,Outliers
14221.0,85,8,3084.69,385.58624999999995,202.125,67,163,1,Champions
14224.0,26,5,847.78,169.55599999999998,69.8,101,154,1,Champions
14225.0,70,4,2037.02,509.25499999999994,292.0,70,261,1,Champions
14226.0,77,1,770.34,770.3399999999999,418.0,31,0,0,At Risk
14227.0,50,5,3017.75,603.55,445.6,164,255,1,Champions
14228.0,73,3,745.5,248.5,86.66666666666667,38,108,1,Champions
14229.0,39,4,1046.84,261.71000000000004,81.0,21,68,1,Champions
14230.0,71,3,979.8000000000001,326.6,82.0,27,112,1,Champions
14231.0,86,1,309.91,309.91,201.0,19,0,0,At Risk
14233.0,101,3,1441.55,480.5166666666667,193.66666666666666,30,178,1,Champions
14235.0,134,4,1573.1299999999999,393.28249999999997,263.75,53,121,1,Champions
14236.0,8,4,1253.78,313.44500000000005,125.5,29,133,1,Champions
14237.0,9,2,471.14,235.57,119.0,26,217,1,Champions
14238.0,298,2,287.38,143.69000000000003,39.0,5,72,1,Champions
14239.0,67,10,1882.3200000000002,188.23200000000003,73.6,41,303,1,Champions
14240.0,59,1,357.15,357.15,237.0,19,0,0,At Risk
14241.0,332,1,120.0,120.0,96.0,2,0,0,At Risk
14243.0,1,8,4842.28,605.2850000000001,308.25,180,110,1,Champions
14244.0,296,1,366.41999999999996,366.41999999999996,814.0,16,0,0,At Risk
14247.0,40,4,635.89,158.9725,83.75,72,146,1,Champions
14248.0,95,2,730.37,365.18499999999995,295.0,33,55,1,Champions
14249.0,46,12,5625.461,468.7884166666667,207.25,178,268,1,Champions
14252.0,17,1,350.99,350.99,111.0,10,0,0,At Risk
14253.0,129,2,363.40000000000003,181.7,44.0,11,129,1,Champions
14254.0,68,1,601.03,601.03,263.0,23,0,0,At Risk
14255.0,182,1,1000.63,1000.63,1.0,1,0,-1,Outliers
14256.0,127,3,1504.93,501.6433333333334,252.33333333333334,70,202,1,Champions
14257.0,16,4,2854.73,713.6825000000001,412.5,97,268,1,Champions
14258.0,31,16,19381.36,1211.335,649.25,85,340,-1,Outliers
14260.0,107,3,824.28,274.76000000000005,181.33333333333334,50,77,1,Champions
14263.0,59,1,322.93,322.93,171.0,16,0,0,At Risk
14264.0,15,4,1183.39,295.8475000000001,120.75,49,232,1,Champions
14265.0,100,2,843.17,421.58500000000004,192.5,47,147,1,Champions
14266.0,64,1,40.56,40.56,24.0,1,0,-1,Outliers
14268.0,106,1,354.85,354.84999999999997,147.0,19,0,0,At Risk
14269.0,75,1,295.73,295.73,123.0,16,0,0,At Risk
14271.0,45,1,106.81,106.81000000000002,61.0,28,0,0,At Risk
14272.0,198,2,482.85,241.425,249.0,31,19,1,Champions
14274.0,322,1,256.6,256.6,178.0,15,0,0,At Risk
14275.0,31,6,1189.3799999999999,198.23,89.66666666666667,14,211,1,Champions
14276.0,43,4,982.94,245.735,165.5,38,253,1,Champions
14277.0,47,6,13009.61,2168.2683333333334,14638.333333333334,147,314,-1,Outliers
14278.0,45,1,205.83,205.83,131.0,13,0,0,At Risk
14279.0,156,2,191.86,95.93,23.0,3,160,-1,Outliers
14281.0,44,1,245.15,245.15,45.0,7,0,0,At Risk
14282.0,3,11,4120.32,374.57454545454544,255.45454545454547,59,295,1,Champions
14283.0,99,4,628.4399999999999,157.10999999999999,137.5,36,106,1,Champions
14284.0,289,1,704.4,704.4,349.0,35,0,0,At Risk
14285.0,149,4,1374.41,343.6025,103.25,33,217,1,Champions
14286.0,40,4,3851.0099999999998,962.7525,1114.25,167,331,1,Champions
14290.0,49,3,2201.91,733.9699999999999,228.33333333333334,43,318,1,Champions
14291.0,16,12,4020.85,335.0708333333333,283.0833333333333,158,349,1,Champions
